Taxon_name	Attribute
Luedemannella	gram stain positive
Luteimonas	gram stain negative
Luteitalea	gram stain negative
Luteococcus	gram stain positive
Lutibacter	gram stain negative
Lutispora	gram stain negative
Lysinimonas	gram stain positive
Lysobacter	gram stain negative
Lyticum	gram stain negative
Macrococcus	gram stain positive
Macromonas	gram stain negative
Mageeibacillus	gram stain positive
Magnetospirillum	gram stain negative
Mahella	gram stain positive
Malonomonas	gram stain negative
Mangrovibacter	gram stain negative
Mannheimia	gram stain negative
Marichromatium	gram stain negative
Marinactinospora	gram stain positive
Marinibacillus	gram stain positive
Marinicella	gram stain negative
Mariniflexile	gram stain negative
Marinilabilia	gram stain negative
Marinilactibacillus	gram stain positive
Marinobacter	gram stain negative
Marinobacterium	gram stain negative
Marinococcus	gram stain positive
Marinomonas	gram stain negative
Marmoricola	gram stain positive
Marvinbryantia	gram stain positive
Massilia	gram stain negative
Mechercharimyces	gram stain positive
Megasphaera	gram stain negative
Meiothermus	gram stain negative
Melghiribacillus	gram stain positive
Melioribacter	gram stain negative
Melissococcus	gram stain positive
Meniscus	gram stain negative
Mesophilobacter	gram stain negative
Mesorhizobium	gram stain negative
Metallosphaera	gram stain negative
Metascardovia	gram stain positive
Methanobacterium	gram stain positive
Methanobrevibacter	gram stain positive
Methanocaldococcus	gram stain negative
Methanocorpusculum	gram stain negative
Methanoculleus	gram stain negative
Methanofollis	gram stain negative
Methanogenium	gram stain negative
Methanohalophilus	gram stain negative
Methanolacinia	gram stain negative
Methanolobus	gram stain negative
Methanomassiliicoccus	gram stain positive
Methanomicrobium	gram stain negative
Methanoplanus	gram stain negative
Methanopyrus	gram stain positive
Methanosaeta	gram stain negative
Methanosphaera	gram stain positive
Methanosphaerula	gram stain positive
Methanospirillum	gram stain negative
Methanothermobacter	gram stain positive
Methanothermococcus	gram stain negative
Methanothermus	gram stain positive
Methylarcula	gram stain negative
Methylobacillus	gram stain negative
Methylobacter	gram stain negative
Methylobacterium	gram stain negative
Methylocaldum	gram stain negative
Methylocapsa	gram stain negative
Methylocella	gram stain negative
Methylococcus	gram stain negative
Methyloferula	gram stain negative
Methylogaea	gram stain negative
Methylohalobius	gram stain negative
Methylomarinovum	gram stain negative
Methylomarinum	gram stain negative
Methylomicrobium	gram stain negative
Methylomonas	gram stain negative
Methyloparacoccus	gram stain negative
Methylophaga	gram stain negative
Methylophilus	gram stain negative
Methylopila	gram stain negative
Methylorhabdus	gram stain negative
Methylorosula	gram stain negative
Methylosarcina	gram stain negative
Methylosphaera	gram stain negative
Methylothermus	gram stain negative
Methylovirgula	gram stain negative
Methylovorus	gram stain negative
Micavibrio	gram stain negative
Microbacterium	gram stain positive
Microbispora	gram stain positive
Microbulbifer	gram stain negative
Microcella	gram stain positive
Micrococcus	gram stain positive
Microlunatus	gram stain positive
Micromonospora	gram stain positive
Micropepsis	gram stain negative
Micropruina	gram stain positive
Microterricola	gram stain positive
Microtetraspora	gram stain positive
Microvirgula	gram stain negative
Miniimonas	gram stain positive
Mitsuokella	gram stain negative
Mobilitalea	gram stain positive
Mobiluncus	gram stain negative
Modestobacter	gram stain positive
Modicisalibacter	gram stain negative
Moellerella	gram stain negative
Mogibacterium	gram stain positive
Moorella	gram stain positive
Moraxella	gram stain negative
Morganella	gram stain negative
Moritella	gram stain negative
Morococcus	gram stain negative
Moryella	gram stain positive
Muribaculum	gram stain negative
Muricauda	gram stain negative
Muricomes	gram stain positive
Myceligenerans	gram stain positive
Mycetocola	gram stain positive
Mycobacterium	gram stain positive
Mycoplana	gram stain negative
Mycoplasma	gram stain negative
Myroides	gram stain negative
Naasia	gram stain positive
Nakamurella	gram stain positive
Nanoarchaeum	gram stain negative
Natranaerobaculum	gram stain positive
Natrialba	gram stain negative
Natrinema	gram stain negative
Natroniella	gram stain negative
Natronincola	gram stain positive
Natronoarchaeum	gram stain negative
Natronobacterium	gram stain negative
Natronolimnobius	gram stain negative
Natronomonas	gram stain negative
Natronorubrum	gram stain negative
Neisseria	gram stain negative
Neorickettsia	gram stain negative
Nesterenkonia	gram stain positive
Nevskia	gram stain negative
Nitriliruptor	gram stain positive
Nitrobacter	gram stain negative
Nitrococcus	gram stain negative
Nitrosococcus	gram stain negative
Nitrosolobus	gram stain negative
Nitrosomonas	gram stain negative
Nitrosospira	gram stain negative
Nitrosovibrio	gram stain negative
Nitrospina	gram stain negative
Nitrospira	gram stain negative
Nocardioides	gram stain positive
Nocardiopsis	gram stain positive
Nonlabens	gram stain negative
Nonomuraea	gram stain positive
Obesumbacterium	gram stain negative
Occallatibacter	gram stain negative
Oceanimonas	gram stain negative
Oceanirhabdus	gram stain positive
Oceanivirga	gram stain negative
Oceanobacillus	gram stain positive
Oceanospirillum	gram stain negative
Ochrobactrum	gram stain negative
Octadecabacter	gram stain negative
Oenococcus	gram stain positive
Oerskovia	gram stain positive
Okibacterium	gram stain positive
Oligella	gram stain negative
Olleya	gram stain negative
Olsenella	gram stain positive
Opitutus	gram stain negative
Orbus	gram stain negative
Orenia	gram stain negative
Oribacterium	gram stain positive
Ornatilinea	gram stain negative
Ornithinicoccus	gram stain positive
Ornithinimicrobium	gram stain positive
Ornithobacterium	gram stain negative
Oryzihumus	gram stain positive
Owenweeksia	gram stain negative
Oxalobacter	gram stain negative
Oxalophagus	gram stain positive
Oxobacter	gram stain positive
Paenalcaligenes	gram stain negative
Paenochrobactrum	gram stain negative
Palaeococcus	gram stain negative
Paludibacter	gram stain negative
Paludibaculum	gram stain negative
Pandoraea	gram stain negative
Pantoea	gram stain negative
Papillibacter	gram stain positive
Paracoccus	gram stain negative
Paracraurococcus	gram stain negative
Paralactobacillus	gram stain positive
Paraliobacillus	gram stain positive
Parascardovia	gram stain positive
Parasporobacterium	gram stain negative
Parvimonas	gram stain positive
Pasteurella	gram stain negative
Pasteuria	gram stain positive
Patulibacter	gram stain positive
Paucimonas	gram stain negative
Pectinatus	gram stain negative
Pectobacterium	gram stain negative
Pedobacter	gram stain negative
Pedomicrobium	gram stain negative
Pelagicoccus	gram stain negative
Pelagirhabdus	gram stain positive
Pelistega	gram stain negative
Pelobacter	gram stain negative
Pelodictyon	gram stain negative
Pelolinea	gram stain negative
Pelotomaculum	gram stain positive
Peptococcus	gram stain positive
Peptoniphilus	gram stain positive
Peptostreptococcus	gram stain positive
Persicivirga	gram stain negative
Persicobacter	gram stain negative
Petrimonas	gram stain negative
Petrotoga	gram stain negative
Pfennigia	gram stain negative
Phaeospirillum	gram stain negative
Phascolarctobacterium	gram stain negative
Phenylobacterium	gram stain negative
Phocoenobacter	gram stain negative
Photobacterium	gram stain negative
Photorhabdus	gram stain negative
Phycicoccus	gram stain positive
Phycicola	gram stain positive
Phycisphaera	gram stain negative
Phyllobacterium	gram stain negative
Phytohabitans	gram stain positive
Phytomonospora	gram stain positive
Pigmentiphaga	gram stain negative
Pilimelia	gram stain positive
Pirellula	gram stain negative
Piscirickettsia	gram stain negative
Pistricoccus	gram stain negative
Planctomyces	gram stain negative
Planifilum	gram stain positive
Planobispora	gram stain positive
Planomonospora	gram stain positive
Planotetraspora	gram stain positive
Plantactinospora	gram stain positive
Plantibacter	gram stain positive
Plesiomonas	gram stain negative
Polaribacter	gram stain negative
Polaromonas	gram stain negative
Polygonibacillus	gram stain positive
Polymorphospora	gram stain positive
Pontibaca	gram stain negative
Pontibacillus	gram stain positive
Pontimonas	gram stain positive
Porphyrobacter	gram stain negative
Porphyromonas	gram stain negative
Porticoccus	gram stain negative
Pragia	gram stain negative
Prauserella	gram stain positive
Prevotella	gram stain negative
Promicromonospora	gram stain positive
Propionibacter	gram stain negative
Propionibacterium	gram stain positive
Propionicicella	gram stain positive
Propionicimonas	gram stain positive
Propioniferax	gram stain positive
Propionimicrobium	gram stain positive
Propionispira	gram stain negative
Propionispora	gram stain negative
Propionivibrio	gram stain negative
Prosthecobacter	gram stain negative
Prosthecochloris	gram stain negative
Prosthecomicrobium	gram stain negative
Proteiniborus	gram stain positive
Proteiniphilum	gram stain negative
Proteus	gram stain negative
Providencia	gram stain negative
Pseudaestuariivita	gram stain negative
Pseudaminobacter	gram stain negative
Pseudoalteromonas	gram stain negative
Pseudobutyrivibrio	gram stain negative
Pseudochrobactrum	gram stain negative
Pseudoclavibacter	gram stain positive
Pseudomonas	gram stain negative
Pseudonocardia	gram stain positive
Pseudoramibacter	gram stain positive
Pseudoxanthomonas	gram stain negative
Psychrobacter	gram stain negative
Psychroflexus	gram stain negative
Psychromonas	gram stain negative
Psychroserpens	gram stain negative
Pullulanibacillus	gram stain positive
Puniceicoccus	gram stain negative
Pyrinomonas	gram stain negative
Pyrobaculum	gram stain negative
Pyrococcus	gram stain negative
Pyrolobus	gram stain negative
Quadrisphaera	gram stain positive
Quinella	gram stain negative
Rahnella	gram stain negative
Ralstonia	gram stain negative
Rarobacter	gram stain positive
Rathayibacter	gram stain positive
Renibacterium	gram stain positive
Rhabdanaerobium	gram stain positive
Rhabdochromatium	gram stain negative
Rhizobacter	gram stain negative
Rhizobium	gram stain negative
Rhizocola	gram stain positive
Rhizomicrobium	gram stain negative
Rhodanobacter	gram stain negative
Rhodobaca	gram stain negative
Rhodobacter	gram stain negative
Rhodobium	gram stain negative
Rhodoblastus	gram stain negative
Rhodocista	gram stain negative
Rhodocyclus	gram stain negative
Rhodoferax	gram stain negative
Rhodoglobus	gram stain positive
Rhodomicrobium	gram stain negative
Rhodonellum	gram stain negative
Rhodopila	gram stain negative
Rhodoplanes	gram stain negative
Rhodopseudomonas	gram stain negative
Rhodospira	gram stain negative
Rhodospirillum	gram stain negative
Rhodothalassium	gram stain negative
Rhodothermus	gram stain negative
Rhodovibrio	gram stain negative
Rhodovulum	gram stain negative
Rickettsia	gram stain negative
Rickettsiella	gram stain negative
Riemerella	gram stain negative
Rikenella	gram stain negative
Robiginitalea	gram stain negative
Robinsoniella	gram stain positive
Roseateles	gram stain negative
Roseburia	gram stain negative
Roseibium	gram stain negative
Roseinatronobacter	gram stain negative
Roseivivax	gram stain negative
Roseobacter	gram stain negative
Roseococcus	gram stain negative
Roseomonas	gram stain negative
Roseospira	gram stain negative
Roseospirillum	gram stain negative
Roseovarius	gram stain negative
Rothia	gram stain positive
Rubrimonas	gram stain negative
Rubritalea	gram stain negative
Rubritepida	gram stain negative
Rubrivivax	gram stain negative
Rubrobacter	gram stain positive
Rudaibacter	gram stain positive
Ruegeria	gram stain negative
Rugosimonospora	gram stain positive
Ruminobacter	gram stain negative
Ruminococcus	gram stain positive
Runella	gram stain negative
Ruthenibacterium	gram stain negative
Saccharococcus	gram stain positive
Saccharofermentans	gram stain positive
Saccharomonospora	gram stain positive
Saccharopolyspora	gram stain positive
Saccharothrix	gram stain positive
Sagittula	gram stain negative
Salana	gram stain positive
Salarchaeum	gram stain negative
Salegentibacter	gram stain negative
Salinarchaeum	gram stain negative
Salinarimonas	gram stain negative
Salinibacter	gram stain negative
Salinibacterium	gram stain positive
Salinicoccus	gram stain positive
Salinicola	gram stain negative
Salinigranum	gram stain negative
Salinirubrum	gram stain negative
Salinirussus	gram stain negative
Salinisphaera	gram stain negative
Salinispora	gram stain positive
Salinivenus	gram stain negative
Salinivibrio	gram stain negative
Salipaludibacillus	gram stain positive
Saliphagus	gram stain negative
Salirhabdus	gram stain positive
Salisaeta	gram stain negative
Salmonella	gram stain negative
Sandaracinobacter	gram stain negative
Sandarakinotalea	gram stain negative
Saprospira	gram stain negative
Sarcina	gram stain positive
Scardovia	gram stain positive
Schineria	gram stain negative
Schlesneria	gram stain negative
Schwartzia	gram stain negative
Sciscionella	gram stain positive
Sebaldella	gram stain negative
Sedimentibacter	gram stain positive
Sediminicola	gram stain negative
Seinonella	gram stain positive
Sejongia	gram stain negative
Selenihalanaerobacter	gram stain negative
Selenomonas	gram stain negative
Seliberia	gram stain negative
Serinibacter	gram stain positive
Serinicoccus	gram stain positive
Serpens	gram stain negative
Serratia	gram stain negative
Shewanella	gram stain negative
Shigella	gram stain negative
Shimazuella	gram stain positive
Shuttleworthia	gram stain positive
Silvibacterium	gram stain negative
Simonsiella	gram stain negative
Singulisphaera	gram stain negative
Sinibacillus	gram stain positive
Sinorhizobium	gram stain negative
Skermanella	gram stain negative
Skermania	gram stain positive
Slackia	gram stain positive
Smaragdicoccus	gram stain positive
Smithella	gram stain negative
Sneathia	gram stain negative
Sodalis	gram stain negative
Soehngenia	gram stain positive
Solirubrobacter	gram stain positive
Solobacterium	gram stain positive
Sphaerisporangium	gram stain positive
Sphaerotilus	gram stain negative
Sphingobacterium	gram stain negative
Sphingomonas	gram stain negative
Sphingopyxis	gram stain negative
Spiribacter	gram stain negative
Spirilliplanes	gram stain positive
Spirillospora	gram stain positive
Spirillum	gram stain negative
Spirosoma	gram stain negative
Sporacetigenium	gram stain positive
Sporanaerobacter	gram stain positive
Sporobacter	gram stain positive
Sporobacterium	gram stain positive
Sporocytophaga	gram stain negative
Sporohalobacter	gram stain negative
Sporolactobacillus	gram stain positive
Sporotomaculum	gram stain positive
Stackebrandtia	gram stain positive
Staleya	gram stain negative
Staphylococcus	gram stain positive
Staphylothermus	gram stain negative
Stappia	gram stain negative
Stella	gram stain negative
Stenothermobacter	gram stain negative
Stenotrophobacter	gram stain negative
Stenotrophomonas	gram stain negative
Stetteria	gram stain negative
Streptacidiphilus	gram stain positive
Streptoalloteichus	gram stain positive
Streptobacillus	gram stain negative
Streptococcus	gram stain positive
Streptomonospora	gram stain positive
Streptomyces	gram stain positive
Streptosporangium	gram stain positive
Stygiolobus	gram stain negative
Subdoligranulum	gram stain negative
Subsaxibacter	gram stain negative
Subsaximicrobium	gram stain negative
Subtercola	gram stain positive
Succiniclasticum	gram stain negative
Succinimonas	gram stain negative
Succinispira	gram stain negative
Succinivibrio	gram stain negative
Sulfitobacter	gram stain negative
Sulfobacillus	gram stain positive
Sulfolobus	gram stain negative
Sulfuricella	gram stain negative
Sulfurisphaera	gram stain negative
Sulfurospirillum	gram stain negative
Sutterella	gram stain negative
Suttonella	gram stain negative
Symbiobacterium	gram stain negative
Synergistes	gram stain negative
Syntrophobacter	gram stain negative
Syntrophobotulus	gram stain positive
Syntrophococcus	gram stain negative
Syntrophomonas	gram stain negative
Syntrophospora	gram stain positive
Syntrophothermus	gram stain negative
Syntrophus	gram stain negative
Tannerella	gram stain negative
Tatumella	gram stain negative
Taylorella	gram stain negative
Telluria	gram stain negative
Tellurimicrobium	gram stain negative
Telmatobacter	gram stain negative
Tenacibaculum	gram stain negative
Tenuibacillus	gram stain positive
Tepidamorphus	gram stain negative
Tepidanaerobacter	gram stain positive
Tepidibacter	gram stain positive
Tepidicella	gram stain negative
Tepidimicrobium	gram stain positive
Tepidimonas	gram stain negative
Terrabacter	gram stain positive
Terracidiphilus	gram stain negative
Terracoccus	gram stain positive
Terriglobus	gram stain negative
Terrimicrobium	gram stain negative
Terrimonas	gram stain negative
Tessaracoccus	gram stain positive
Tetragenococcus	gram stain positive
Tetrasphaera	gram stain positive
Texcoconibacillus	gram stain positive
Thalassobacillus	gram stain positive
Thauera	gram stain negative
Thermacetogenium	gram stain positive
Thermaerobacter	gram stain negative
Thermanaerovibrio	gram stain negative
Thermicanus	gram stain positive
Thermincola	gram stain positive
Thermithiobacillus	gram stain negative
Thermoactinomyces	gram stain positive
Thermoanaerobacter	gram stain positive
Thermoanaerobacterium	gram stain positive
Thermobacillus	gram stain negative
Thermobifida	gram stain positive
Thermobispora	gram stain positive
Thermobrachium	gram stain positive
Thermochromatium	gram stain negative
Thermocladium	gram stain negative
Thermocrinis	gram stain negative
Thermocrispum	gram stain positive
Thermodesulfitimonas	gram stain positive
Thermodesulfobacterium	gram stain negative
Thermodesulfobium	gram stain negative
Thermodesulforhabdus	gram stain negative
Thermodesulfovibrio	gram stain negative
Thermodiscus	gram stain negative
Thermofilum	gram stain negative
Thermoflavimicrobium	gram stain positive
Thermoflexus	gram stain negative
Thermohalobacter	gram stain negative
Thermoleophilum	gram stain negative
Thermolongibacillus	gram stain positive
Thermomicrobium	gram stain negative
Thermomonas	gram stain negative
Thermomonospora	gram stain positive
Thermonema	gram stain negative
Thermoplasma	gram stain negative
Thermopolyspora	gram stain positive
Thermosediminibacter	gram stain positive
Thermosinus	gram stain negative
Thermosipho	gram stain negative
Thermosyntropha	gram stain positive
Thermothrix	gram stain negative
Thermotoga	gram stain negative
Thermotomaculum	gram stain negative
Thermovenabulum	gram stain positive
Thermus	gram stain negative
Thioalkalicoccus	gram stain negative
Thioalkalimicrobium	gram stain negative
Thioalkalivibrio	gram stain negative
Thiobacillus	gram stain negative
Thiocapsa	gram stain negative
Thiococcus	gram stain negative
Thiocystis	gram stain negative
Thiodictyon	gram stain negative
Thioflavicoccus	gram stain negative
Thiohalocapsa	gram stain negative
Thiolamprovum	gram stain negative
Thiomargarita	gram stain negative
Thiomicrospira	gram stain negative
Thiomonas	gram stain negative
Thiopedia	gram stain negative
Thioploca	gram stain negative
Thiorhodococcus	gram stain negative
Thiorhodospira	gram stain negative
Thiorhodovibrio	gram stain negative
Thiospirillum	gram stain negative
Thiothrix	gram stain negative
Tindallia	gram stain positive
Tissierella	gram stain positive
Tistlia	gram stain negative
Tolumonas	gram stain negative
Trabulsiella	gram stain negative
Treponema	gram stain negative
Trichococcus	gram stain positive
Tsukamurella	gram stain positive
Turicella	gram stain positive
Turicibacter	gram stain positive
Turicimonas	gram stain negative
Turneriella	gram stain negative
Umboniibacter	gram stain negative
Umezawaea	gram stain positive
Ureibacillus	gram stain negative
Vagococcus	gram stain positive
Vampirovibrio	gram stain negative
Varibaculum	gram stain positive
Variovorax	gram stain negative
Veillonella	gram stain negative
Verrucomicrobium	gram stain negative
Verrucosispora	gram stain positive
Vibrio	gram stain negative
Vicinamibacter	gram stain negative
Victivallis	gram stain negative
Virgibacillus	gram stain positive
Virgisporangium	gram stain positive
Vitreoscilla	gram stain negative
Wautersiella	gram stain negative
Weeksella	gram stain negative
Weissella	gram stain positive
Wigglesworthia	gram stain negative
Williamsia	gram stain positive
Wolinella	gram stain negative
Xanthomonas	gram stain negative
Xenorhabdus	gram stain negative
Xiangella	gram stain positive
Xylanibacter	gram stain negative
Xylanibacterium	gram stain positive
Xylanimicrobium	gram stain positive
Xylanimonas	gram stain positive
Xylella	gram stain negative
Xylophilus	gram stain negative
Yaniella	gram stain positive
Yeosuana	gram stain negative
Yersinia	gram stain negative
Yimella	gram stain positive
Yokenella	gram stain negative
Yonghaparkia	gram stain positive
Zhihengliuella	gram stain positive
Zhouia	gram stain negative
Zoogloea	gram stain negative
Zymobacter	gram stain negative
Zymomonas	gram stain negative
Zymophilus	gram stain negative
